review,page,scraped_at
The best bgt ini moisturizer ter debest parah sihhh ini rekomen bgt pokoknya secinta itu sama produk ini tipek kulit normal to dry wajib sih yg varian ceramic ini cocok dan bagus bgt so kalian wajib coba dan beli karena ini aman pasti cocok di jenis kulit apapun,32,2025-07-02T23:09:02.365025
"Aku udah pakai varian skintific dari lama banget mulai dari face wash sampaivarian moisturizer ini...ini beneran moisturizer yang sangat adem, tidak keset no sticki..dan inisangat bagus buat sekalian tambahan sinar UV biar gak kena kanker kulit hewe",32,2025-07-02T23:09:02.365078
"pengalaman saya pake produk skintific sangat bagus hasilnya ,tekstur nya ringan dan sangat gampang di blend nya ,cocok buat skinbarier yang ruksak dan sangat bagus hasilnya memuaskan ,harga sesuai dengan kualitas sangat bagus dan baik",32,2025-07-02T23:09:02.365110
"Moisturizer Skintific efektif melembapkan kulit tanpa terasa lengket. Mengandung ceramide dan bahan alami, cocok untuk kulit sensitif. Hasilnya kulit terasa lembut, sehat, dan terhidrasi maksimal. Aku udh repurchase berkali kali!",32,2025-07-02T23:09:02.365140
"Siapa si yang ga tau moizturizer yang satu ini udah viral dimana mana sosmed, ecommers karena ga cuman viral guys produknya juga bagus untuk mengobati skinbarier kulit, melembabkan, memperbaiki tekstur muka. Ga perlu diraguin lagi deh skintific moizturizer biru nya kecintaan masyarakat indonesia",32,2025-07-02T23:09:02.365171
"Moist yg beneran bikin lembab kulit, di pake dikit aja udah lembab.. repurchase ke 3x, super duper good quality, tasya farasya approve ga pernah gagal, recomended buat kulit kering dan berminyak kayak aku lovelyyyyyyyyyyyyyyyyyyyyyyy",32,2025-07-02T23:09:02.365199
Pertama kali saya coba productnya muda dipakai dan membuat muka saya lebih bersih/cerah dibanding sebelumnya. Waktu itu saya beli productnya di xbeauty awal tahun 2024 dimana tempat standnya skintifc muda di ketemui dan team sana baik dan ramah untuk nawar product tersebut.,32,2025-07-02T23:09:02.365229
"Skintific 5X Ceramide Barrier Repair Moisturizer adalah salah satu pelembap populer yang dikenal karena kemampuannya memperbaiki dan memperkuat skin barrier. Dengan formulanya yang ringan namun efektif, pelembap ini cocok untuk semua jenis kulit, termasuk kulit sensitif atau yang mengalami iritasi.",32,2025-07-02T23:09:02.365284
"Produk ini mengandung 5 jenis ceramide yang bekerja sinergis untuk mengunci kelembapan dan memperbaiki lapisan pelindung kulit. Selain itu, kandungannya diperkaya dengan bahan-bahan seperti hyaluronic acid untuk hidrasi mendalam, centella asiatica yang menenangkan kulit, serta peptide yang membantu meningkatkan elastisitas kulit. Kombinasi bahan-bahan ini membuat pelembap ini tidak hanya melembapkan tetapi juga memberikan manfaat tambahan untuk menjaga kesehatan kulit secara keseluruhan.",32,2025-07-02T23:09:02.365300
"Teksturnya ringan, cepat meresap, dan tidak meninggalkan rasa lengket, sehingga nyaman digunakan baik pada pagi maupun malam hari. Formulanya non-comedogenic, bebas alkohol, dan bebas pewangi, sehingga aman digunakan untuk kulit berjerawat atau sensitif.",32,2025-07-02T23:09:02.365314
"Dengan hasil akhir yang lembap, halus, dan nyaman, Skintific 5X Ceramide Barrier Repair Moisturizer sangat direkomendasikan bagi mereka yang mencari pelembap multifungsi untuk memperbaiki skin barrier sekaligus menjaga hidrasi kulit sepanjang hari.",32,2025-07-02T23:09:02.365326
Aku pakai produk moisturizer dari skintific ini sangat cocok banget kulit aku jadi lembab tidak kering dan ini skincare yg wajib banget bagi aku setelah sunscreen moist ini bikin kulit tidak keringgggggggg malah bikin kulit menjadi cerah dan berkilauð»,32,2025-07-02T23:09:02.365357
"So far pake ini wajah aku better, lembab. Dipake tiap malem paginga wajah enakeun. Next akan beli yg full size nya kemarin cumaa beli travel size.. Highly recomend buat kamu yg dry skin sihh coba pakai ini yaa. Di aku yg oily jugaa work. Mantap â¥ï¸",33,2025-07-02T23:09:10.188237
"Produk ini hadir dalam kemasan tube yang praktis, sehingga memudahkan pengambilan produk tanpa takut tumpah atau terlalu banyak keluar. Kemasan ini juga cukup higienis dan mudah dibawa bepergian. memiliki tekstur krim yang ringan namun cukup kaya dan mudah meresap ke dalam kulit",33,2025-07-02T23:09:10.188265
"Produknya bagus mengembalikan skin barier yang rusak, setelah pemakaian terasa after 7 hari, kulit terasa lembab, tidak kering beruntusan mereda dan mencerahkan bonusnya saya suka sekali dengan moisturizernya karna worth to buy good quality",33,2025-07-02T23:09:10.188279
"Sangat melembabkan kulit saya yang kering dengan sekali pakai, cepat meredakan jerawat, saat diaplikasikan dengan powder tidak lengket. Tidak perih di mata saat menggunakannya. Bisa digunakan kapan saja. Membuat saya ingin beli lagi",33,2025-07-02T23:09:10.188290
"Pelembap ini punya tekstur ringan, cepat meresap, dan bikin kulit lembap tanpa rasa lengket. Kandungan **5x Ceramide** memperkuat skin barrier, ditambah **Hyaluronic Acid** untuk hidrasi maksimal. Cocok banget untuk semua jenis kulit, termasuk yang sensitif.",33,2025-07-02T23:09:10.188302
"Setelah pakai, kulit jadi terasa halus, kenyal, dan glowing sehat. Plus, kemasannya praktis dan higienis. Kalau cari pelembap yang melembapkan sekaligus melindungi kulit, ini pilihan yang pas! ð",33,2025-07-02T23:09:10.188306
"Setelah pemakaian produk ini, skin barier wajah saya menjadi sangat sehat dan bagus, kulit lebih plumpy, cerah, dan lembab. Recommended utk yg sedang memperbaiki skin barier,dan kulit kering, wajib di beli dan di stok sihhhh... Wajib banget",33,2025-07-02T23:09:10.188316
"Bagus bikin cerah terbukti secara klinis membantu mencerahkan. Produk ini juga tidak lengket atau berminyak, yang berarti sangat mudah digunakan. juga berfungsi sebagai pelembab, dan bagus untuk pemula dan base makeup lengket dan berminyak",33,2025-07-02T23:09:10.188326
Melembabkan dan mencerahkan kulit dan bikin kulit lebih jadi plumpy. Apalagi digunakan pada malam hari keesokannya muka cerah dan lembab dan ketika menggunakan make up terlihat lembab dan make up sangat nempel dikulit dan jadi bagus dan makeup tahan lama,33,2025-07-02T23:09:10.188335
"Salah satu moisturizer penyelamat aku kalau muka lagi kemerahan dan sensitif, aku juga selalu rekomendasiin moust ini ke semua orang, selain bagus untuk skin barier moist ini juga bisa untuk mencerahkan , cocok untuk semua jenis kulit apalagi kulit yang lagi sensitif",33,2025-07-02T23:09:10.188344
"Cobain beli pas lagi flash sale shoope di official account, lumayan dapat harga lebih miring. Ringan dipakai dimuka, malam nya pakai ini pas pagi muka kerasa lebih plump, sangat membantu untuk kulit muka yang lagi kering atau lagi breakout âºï¸",33,2025-07-02T23:09:10.188354
"Skintific 5x Ceramide Barrier Repair Moisture ini cocok banget sih di kulit wajah aku yang kering, karena tingkat kelembapannya bener-bener oke. Efeknya setelah pemakaian rutin adalah wajah jadi lebih kenyal, tekstur jadi lebih halus, dan skin barrier juga semakin membaik",34,2025-07-02T23:09:13.332376
"Sejauh ini gaada keluhan apa apa udah make 1 tahunan dan rasanya kulit makin glowing, kalo jerawat gapernah sampe bopeng gradakan di jidat dagu ngga ada, lebih disafanin kalo kalian pake tonnernya juga buat hasil yang lebih maksimal gitu.",34,2025-07-02T23:09:13.332402
"mositurizer kesukaanku banget karena bener2 buat tekstur muka balik lagi ke kulitku yang alus sehat glowing, sebelum pake ini susah banget ngembaliin tekstur sikn barier ku bagus lagi tapi abis pake ini bener2 bikin kulit kenyel + alus lagi",34,2025-07-02T23:09:13.332415
"love this moisture! sangat ringan, melembabkan, memperbaiki skin barier juga, cocok untuk kulit sensitif, aku udh habis ber jar jar sangat bagus. harga terjangkau kalian harus coba guys rekomen bisa beli dimana aja. tersedia yg big size juga",34,2025-07-02T23:09:13.332426
"Skintific dikenal dengan produk berbasis sains seperti 5X Ceramide Moisturizer, yang efektif memperbaiki skin barrier dan melembapkan kulit. Formulanya ringan, cocok untuk kulit sensitif, meski harganya sedikit premium. Ideal untuk hasil maksimal dalam perawatan kulit.",34,2025-07-02T23:09:13.332436
"Produk paling recommended sih buat aku dari varian skincare nya yah. Dia Melembabkan, gak bikin breakout, nenangin kulit aku juga dan ringan. Tapi sayang harganya lumayan mahal aja isi nya 30ml buat aku kaum menang mendang mending. Aku dah co 2x disini.",34,2025-07-02T23:09:13.332447
"moist ini super bagus banget but muka aku yang lagi memperbaiki skin barier, 1 minggu pemakaian, bruntusan aku langsung ilang, terus kulit muka aku juga ceehan banget semenjak pake produk ini, llembut dan adem banget di pake di muka, ga pernah nyesel beli sama semua produk dari skintific, love banget skintific",34,2025-07-02T23:09:13.332457
"Sangat membantu melembabkan untuk kulit saya yang acne dan kering ini dalam proses pelembapan, dengan teknologi 5X Ceramide, yang merupakan gabungan 5 jenis Ceramide untuk melembabkan secara mendalam dan untuk memperkuat lapisan kulit.",34,2025-07-02T23:09:13.332467
"super duper ngelembapin muka aku dan bikin skinbarrier aku jadi balik ke good condition super sukaakkk, karena muka aku tipe combination yang sebagian kering sebagian berminyak, moist ini cocok banget di wajah aku, pokoknya bakal repurchase terus dehh",34,2025-07-02T23:09:13.332476
"Moisture paling bagus sepanjang masa, tidak bikin jerawatan, cocok di kulit, benar-benar melembabkan kulit, harga terjangkau, product halal, selalu repeat order untuk menjadi moisturuzer andalan untuk daily ataupun pada saat travelling.",34,2025-07-02T23:09:13.332486
"Salah satu moisttt yang menyelematkan aku dari kemerahan yang meradangg, kadang kalau muka lagi ngamukk pastii andalan aku adalah moistt inii, superr bagus bangett ga bikinn lengket di kulit, superrr moistt banget, cocok untuk semua jenis kulit",35,2025-07-02T23:09:16.486243
"moisturizer yang cocok banget untuk barrier skin, jadi dia bagus buat melembabkan wajah yang perlu di build dulu barrier nya. recommended buat kamu yang bingung mau pake moisturizer apa karena hasilnya bagus asal rutin dipakai nya setelah toner ya",35,2025-07-02T23:09:16.486269
"Produk sangat bagus,, cocok dikulit. Benar benar saya suka produk ini. Harga juga murah. Mudah didapat dimanapun, waktu sebelum pake produk ini kulit saya sensitif banget setelah saya gunakan produk ini bekas jerawat pun berkurang banyak",35,2025-07-02T23:09:16.486282
"Udah pernah cobain skintific moisturizer nya, cukup melembabkan di pagi hari kalau di gunakan sebelum tidur di malam hari.. harga segitu masih termasuk affordable untuk melembabkan kulit jadi terhidrasi lebih baik dan juga packagingnya oke",35,2025-07-02T23:09:16.486292
"cream moisturuzer yang nyaman banget di pake, terus terusan deh pakai beginian karna cocok di pakai, buat kulit jadi lembab dan gak kering lagi. gak juga jadi jerawatan cocok di ruangan ber ac atau lagi main keluaran. rekomended deh ini moisturizer",35,2025-07-02T23:09:16.486302
"Produk ini memiliki kandungan 5X Ceramide yang mampu membantu memperbaiki skin barrier, melembapkan secara mendalam, dan melindungi kulit dari polusi serta sinar UV. Hasilnya, kulit terasa lebih halus, lembap, dan terhidrasi sepanjang hari. Formulanya juga cocok untuk kulit sensitif dan iritasi ringan",35,2025-07-02T23:09:16.486312
"awal beli karena lihat semua review beauty vlog, Bagus bgt produknya, harganya juga terjangkau, cocok untuk segal jenis kulit, hasilnya sesuai ekspetasi, cocok untuk beginer yang baru mau coba skincare, high recommed! harus beli pokoknya",35,2025-07-02T23:09:16.486322
Sebelumnya karna bruntusan jdi try on nah cream ini berguna banget buat kalian yg punya skin sensitif tapi pengen bangettt banget bangey punya kulit yg aman dari jerawat dan merah merah. jujur aku recomended banget nih buat produk ini dari skjntific,35,2025-07-02T23:09:16.486340
"Pengemasan keren banget bubble wrapnya tebal, aman gak peyok sama sekali. Asli karena di toko skintific official yang ada shopemallnya gais. Teksturnya enak, semoga di kulit oily bakal cocok dan kadang masih suka jerawatan. Semoga bisa cocok dan berlangganan pake moist skintific",35,2025-07-02T23:09:16.486351
"Akuu pake ini udah lamaa banget, untuk kulit muka dry to normal sangat recomended. Aku pernah make setelah muka breakout dari pantaii pun sangatt bagus untuk ngembaliin muka aku ke normal lagi. Aku selalu ditanyain sama mua karnaa kulit muka akuu bagus, dan ternyata diaa jugaa bilang rata2 klien diaa ngerecommend moia skintificc ini jugaa.. akuu udahh habiss berjar jar worth to buy bgt pokonyaa",35,2025-07-02T23:09:16.486361
"Hasilnya bagus , mencerahkan, yang terpenting bikin glowing , sunscreennya juga the best banget , moisturizernya juga teksturnya enak dipakai langsung menyerap ke kulit bikin tekstur kulit jadi lebih lembut , pokoknya produk skintific bagus",36,2025-07-02T23:09:19.557384
"yang kulitnya gradakan bruntusan ayo merapat! skintific ini keren buangettt, tekstur nya lembutt, mudah meresapp, dan ringan! 1 tahun make ini bikin kulit aku lembut super lembut, no bruntusan lagi, dan glowing!! keren buanget produk ini dan mau restock lagii di JXB nanti, wait for me ya skintific! thankyouu udah nyiptain produk ini love banyak banget",36,2025-07-02T23:09:19.557418
"udah makai 4 jar dan Alhamdulillah membantu memperbaiki skin barrier ku, kulit kemerahan dan beruruntusan perlahan hilang, yah gk instant tp perlahan lah hehe , semoga cocok trus aja pakai moisturis skintific trus aamiin , thankyou skintific",36,2025-07-02T23:09:19.557435
"Awalnya hanya coba coba aja karna iseng melihat banyak iklan dan jga review yang bagus di online maupun review dari orang orang terdekat, dan ternyata cocok sudah pemakaian ke 5, lumayan membantu mengobati skin barrier yang rusakk,ringan dan tidak lengket saat di aplikasikan pd wajah",36,2025-07-02T23:09:19.557450
"Bagus banget untuk skinbarrierku yang lagi rusakk, cocok bgt buat kulit wajah yang sedang rewel, skin barrier membaik dan bisa menggunakan skincare aktifð di combo dengan skintific panthenoll the best sih inii, udah tube ke 4 hihihihihi",36,2025-07-02T23:09:19.557465
"Bagus banget, beda sama kalo pake produk lain! Aku suka banget pake varian ini bener2 bikin kulitku berasa sembuh. Untuk kelembapan sangat berasa dan lebih ngefek dibanding merek lain dan varian lain. Very very recommended bangett sihhh!",36,2025-07-02T23:09:19.557478
"bagus poll, bener-bener ngebenerin skin barrier, ga lengket, sempet jerawatan karena lepas krim lain dan mulus lagi karena pakai ini. sangat-sangat recomend untuk dipakai skinprep sebelum makeup, bikin lebih flawless. sampe abis ber jar-jar",36,2025-07-02T23:09:19.557490
Produk bagus. Sangat melembapkan kulit. Good for sensitive and very dry skin. Tidak membuat kulit terasa berminyak. No fragrance. Tidak terasa lengket di kulit. Price worthy. Lumayan mencerahkan. Baru dicoba pakai selama 6 bulan terakhir.,36,2025-07-02T23:09:19.557503
"productnya bagus banget, aku pernah beruntusan parah selama 6 bulan, semenjak aku pakai product ini beruntusan aku lama kelamaan hilang, aku rekomendasiin banget product ini ke kalian, karena emang sengarug itu di akuuuu, productnya the best banget",36,2025-07-02T23:09:19.557515
"Nampol parah. Skintific ringan setelah dipakai, langsung blended dan cepat menyerap. Ceramide dipakai setelah exfo nampol banget sih kasih efek hydrate sekaligus bisa menjaga skin barrier. Harga cukup terjangkau namun gak murahan. Travel friendly juga",36,2025-07-02T23:09:19.557527
Bagusssssssss warna sangat cocok dan pas di kulit aku tidak bikin alergi dan packaging bagus tekstur bagus dan pembelian gampang dan juga harga sangat amat cocok untuk saya dan punya variasi yang lainnya tidak kecewa pakai produk ini ya guyssss,37,2025-07-02T23:09:22.345658
"Hmmm moisturizer yang kenceng banget marketingnya, gak kaget kalo moisturizer ini viral banget dimana-mana. Aku pikir tadinya ini moisturizer lokal, ternyata dari Kanada. Kalo di aku jujur moisturizer ini gak memberikan efek yang gimana-gimana, tapi banyak kok yg cocok, mungkin di kulit aku ini biasa aja.",37,2025-07-02T23:09:22.345696
"Pake prodaknya baru tiga bulanan ini, cuman setelah gonta ganti prodak ini yang palik cocok. Buat kulit aku jadi lembab banget dan perbaiki skin barier aku sihh. Pokoknyaa rekomended banget cuman yaa harganyaaa cukup mahal dikantong wkwkwk",37,2025-07-02T23:09:22.345716
"moisturizer yg sangat membantu memperbaiki skin barier, dan bagus untuk semua jenis kulit dan bikin kulit kita menjadi glowing dan membantu memperbaiki skinbarier dati teksturnya yang tidak lengket dan nyaman digunakan sehari hari sangat bagus",37,2025-07-02T23:09:22.345732
"Saya sangat cocok menggunakan dari skintific, bikin muka tidak becek dan tidak bikin jerawatan, formulanya sangat cocok di tipe kulit muka saya, saya sudah menggunakan produk ini kurang lebih sudah 3 tahun, semenjak pakai produk ini saya tidak malas untuk skincarean",37,2025-07-02T23:09:22.345748
"pelembap wajah yang menggabungkan teknologi canggih dengan bahan-bahan berkualitas untuk memberikan hidrasi optimal pada kulit. Produk ini dirancang untuk semua jenis kulit, termasuk kulit sensitif, dengan formula ringan yang cepat meresap tanpa meninggalkan rasa lengket.",37,2025-07-02T23:09:22.345765
"Salah satu keunggulan utama dari Skintific Moisturizer adalah kandungannya yang kaya akan bahan aktif seperti ceramide, hyaluronic acid, dan niacinamide. Kombinasi ini bekerja untuk memperkuat lapisan pelindung kulit, menjaga kelembapan sepanjang hari, dan mencerahkan kulit secara alami. Ceramide membantu memperbaiki skin barrier, sementara hyaluronic acid menghidrasi secara mendalam, dan niacinamide mengurangi kemerahan serta menyamarkan noda hitam.",37,2025-07-02T23:09:22.345772
"Produk ini juga bebas dari bahan berbahaya seperti paraben, alkohol, atau pewangi buatan, sehingga aman digunakan bahkan untuk kulit yang cenderung mudah iritasi. Kemasannya yang higienis dan praktis memastikan produk tetap bersih dan mudah digunakan kapan saja.",37,2025-07-02T23:09:22.345777
"Secara keseluruhan, Skintific Moisturizer menawarkan pengalaman perawatan kulit yang lengkap, memberikan kelembapan, perlindungan, dan perbaikan sekaligus. Produk ini sangat cocok untuk mereka yang ingin menjaga kesehatan kulit tanpa repot, menjadikannya pilihan yang layak untuk rutinitas perawatan harian Anda.",37,2025-07-02T23:09:22.345782
Bagusbanget produknya enak di pakai dan sejuk dikulit pkona the bessstttt bangettt dah ...ga nyesel make nya ...pkonya bagus banget dan nyaman banget deh pkonya enak deh the best pkonyadeh enak deh pkonyaenak bagus murah lagi the best deh,37,2025-07-02T23:09:22.345797
"One of my holy grail, penyelamat kulit waktu kering kerontang. Minusnya cuma di harga yg pricey & isinya dikit bgt. Hopefully bisa bikin versi yg lebih affordable, makanya beli produk ini pas lagi promoaan aja di Shopee hehe. Pernah dapet free juga",37,2025-07-02T23:09:22.345817
salah satu moisturizer yang bener - bener bagus buat kulit aku yang acne prone skin dan juga oily. nyamann banget buat dipake seharian sampai malam. aktivitas outdoor maupun indoor juga bener - bener aman. gak bikin kulit ku breakout ataupun nimbulin masalah lainnya,37,2025-07-02T23:09:22.345832
"Produk skintific yang satu ini sebenernya bagus yaa untuk repairing dan melembabkan tapi harganya kurang afordable untuk isinya yang sedikit dan juga kalo tidak dipakai rutin atau repurchase kulit jadi kusam lagi, menurutku harga harus dikurangin sih",37,2025-07-02T23:09:22.345846
Mengandung 5 jenis ceramide untuk memperkuat skin barrier.,38,2025-07-02T23:09:25.408023
"Tekstur ringan, cepat meresap, dan tidak lengket.",38,2025-07-02T23:09:25.408046
"Cocok untuk kulit sensitif, berminyak, atau kering.",38,2025-07-02T23:09:25.408053
Efektif melembapkan dan mengurangi iritasi atau kemerahan. Tidak memberikan hasil instan untuk kerusakan skin barrier parah.,38,2025-07-02T23:09:25.408058
"awalnya belii inii karnaa banyak bgttt seliweran di tiktok, karna kulitkuu kering alhasil cobain deh beliii, dia emg juaraa bgtt si buat ngelembapinnn kulitt, tp gada hasil yg gimana2 bgt selain buat ngelembapin dannn ngilangin telstur kulit",38,2025-07-02T23:09:25.408096
"Penyelamatku di saat kulitku kekeringan crispy2. Dari packagingnya oke banget ga cepet tumpah, travel friendly juga apalagi skrg ada yg bentukan pump. Moisturizernya ga lengket tp lembabin, cuma sayang yg jar isinya dikit, mending skalian beli yg pump gede nya",38,2025-07-02T23:09:25.408108
"Aku sih cocok banget pake product ini, jerawat hempas semuaaaa.. apokonya harus coba produk ini apalagi buat kamu kamu yang lagi jerawatan.. bestt bangeeeeet deh pokonyaaa.. makasih himalaya udah adain product sebagus iniiii.. ga nyeseeeel",38,2025-07-02T23:09:25.408119
"Saya sudah menggunakan moisture skintific sudah lebih dari 2 tahun hingga saat ini. Produk ini sangat membantu untuk menyembuhkan skin barier saya, dahulu kulit saya bruntusan namun setelah menggunakan moisture skintific ini kulit saya menjadi halus dan lebih cerah",38,2025-07-02T23:09:25.408129
Skintific moisturezer ga perlu diraguin lagi bikin kulit lembab dan ga kemerahan lagi the best si ini rekomen banget. Aku si cocok banget pake ini ga mau gonta ganti lagi udah ini aja. Walaupun awalnya coba coba aja ternyata cocok banget hihi,38,2025-07-02T23:09:25.408139
"Cocok dikulit ku yang kombinasi, tidak bikin jerawat meradang, meratakan warna kulit, tidak bikin kusam, cocok untuk pemakaian sehari-hari, tidak lengket dikulit, mantap lah pokoknya cocok dikulit yang kombinasiku ini, good job skintific",38,2025-07-02T23:09:25.408148
"Tekturnya enak, melembabkan bgt di kulit aku, ngaruhhhhhh bangetttt, menurut aku sih harganya agak pricey tp workss bgt, suka pokonya sm moisturizer ini, loveeeð¥°aku selalu pake ini enak bgt pokony â¡ thiz productttt always!! Lovee mois skintific",38,2025-07-02T23:09:25.408157
"Pake moisturizer dari skintific itu ringan sekali, tidak lengket, tidak iritasi juga ke wajahnya kita, pokonya harus menggunakan moisturizer dari skintific yah guys. Karna produknya sangat bagus dan rekomendasi banget kak ðððð",38,2025-07-02T23:09:25.408167
Skintific Cover All Perfect Cushion,38,2025-07-02T23:09:25.408184
"Cover All Perfect Cushion dengan hasil akhir sempurna dalam 1 kali tap, memberikan coverage tinggi dan hasil akhir yang flawless. Dapat membantu mengontrol minyak untuk mencegah kusam dan warna tidak merata. Dilengkapi serum ingredients seperti 5X Ceramide, Centella and Hyaluronic Acid yang menjaga kelembaban kulit serta SPF 35 PA++++ untuk melindungi kulit dari bahaya sinar UV. Rubycell Puff Technology dengan teardrop shape, lubang udara yang rapat untuk menciptakan hasil akhir halus, merata dan sempurna. Medium to full coverage, tekstur ringan dan memberikan efek segar dan terhidrasi tahan lama pada kulit. Tersedia dalam 7 pilihan warna : Vanilla, Ivory, Petal, Almond, Beige, Sand, Honey dengan kemasan double mirrored yang travel friendly, dengan ketebalan kurang dari 2 cm",38,2025-07-02T23:09:25.408189
Ukuran: 11 ml,38,2025-07-02T23:09:25.408192
"No BPOM: NA11220300189, NA11220300190, NA11220300191, NA11220300192, NA11220300193, NA11230300017, NA11230300018",38,2025-07-02T23:09:25.408195
Manfaat:,38,2025-07-02T23:09:25.408198
âMenutup noda dan flaws di wajah dalam 1 kali pat,38,2025-07-02T23:09:25.408201
âMelindungi dari sinar UV dengan SPF 35 PA++++,38,2025-07-02T23:09:25.408204
âMenahan minyak di wajah hingga 12 jam* dengan Raincoat Film Technology,38,2025-07-02T23:09:25.408207
"âMenjaga kelembaban kulit dengan kandungan Ceramide, Centella dan Hyaluronic Acid",38,2025-07-02T23:09:25.408209
Hero Ingredients:,38,2025-07-02T23:09:25.408213
Centella Asiatica : Menenangkan dan melembabkan kulit,38,2025-07-02T23:09:25.408216
Ceramide : Menjaga kelembaban kulit,38,2025-07-02T23:09:25.408218
Hyaluronic Acid : Melembabkan kulit,38,2025-07-02T23:09:25.408221
Cara pemakaian:,38,2025-07-02T23:09:25.408225
1. Buka penutup cushion dan lepaskan stiker pelindung,38,2025-07-02T23:09:25.408227
2. Ambil secukupnya dengan menekan spons pada bagian dalam,38,2025-07-02T23:09:25.408230
3. Tap ke seluruh wajah,38,2025-07-02T23:09:25.408232
4. Tutup cushion apabila telah selesai digunakan agar tidak kering,38,2025-07-02T23:09:25.408235
Aaaa Skintific bluee is amaziing same as the meaning of Skintificâ¦. The beauty come from the ingrediance really brilliant uniq plumplu no lengket cerah bersih memberikan effect light flawless bare face are really brave and readyyyyy im wake up like thisð¥°ð¥°,39,2025-07-02T23:09:28.558685
"skintific moisturizer melembabkan kulit muka, baik untuk kulit sensitif ataupum tidak, membuat wajah aku lebih cerah, sangat melembabkan kulit wajah, membuat wajah tampak lebih berseri saat menggunakan produk inii, pokoknya cinta sekalii",39,2025-07-02T23:09:28.558714
"Satu-satunya moisturizer yang gak bikin kulit sensitif aku jadi semakin rewel. Bener bener ngebantu aku perbaiki skin barrier dan mengatasi masalah jerawat dan kulit sensitif. waktu itu aku pakenya karena dikasih tau temen, jadi bersyukur banget sekarang karena tau produk ini",39,2025-07-02T23:09:28.558727
"Selalu repurchase produk ini, teksturnya ringan, aman dibawah makeup dan yang terpenting aman buat kulit aku yang sensitif dan berjerawat. Ini bagus banget buat ngelembapin kulit yang lagi iritasi dan kering, dipake rutin juga bikin glowing!",39,2025-07-02T23:09:28.558738
Good product,39,2025-07-02T23:09:28.558749
Skintific bagusss polll lembut di kulit nyaman ringan good for me skin barrier lov lov lov,39,2025-07-02T23:09:28.558753
Skintific moist good,39,2025-07-02T23:09:28.558755
Nyaman ringan lembut wawwwwwwwww dan jga enakeunnn lov it bnyak bisa di beli dmna pun berada mudah didapatkanmnnm,39,2025-07-02T23:09:28.558758
"Skintific barrier recommended banget untuk kulit yg jerawat, kusam. Lembab dipakainya.",39,2025-07-02T23:09:28.558770
"- Meningkatkan masalah penghalang kulit seperti jerawat, kemerahan, kulit kering dan kulit kasar",39,2025-07-02T23:09:28.558773
- Melembabkan selama 24 jam,39,2025-07-02T23:09:28.558775
- Pengontrol minyak 24 jam,39,2025-07-02T23:09:28.558778
- Melindungi pelindung kulit,39,2025-07-02T23:09:28.558780
"tekstur ringan mudah meresap, formulanya yang aman tanpa alkohol atau paraben, serta efek multifungsi yang melembapkan sekaligus menenangkan dan juga menjaga kulit tetap sehat terhidrasi dan benas iritasi. pilihan favorit karena membantu kita memperbaiki skin barrier, melembapkan kulit, dan meredakan iritasi.",39,2025-07-02T23:09:28.558791
suka banget sama moisturizernya skintific tekstur nya bikin wajah jadi lembab dan kenyal pokoknya wajah ga pernah kering deh pake moostirizer ini. dan ga akan berpaling sama moisturizer yg sedang biral sekarang ini. cinta banget sama moistnya,39,2025-07-02T23:09:28.558801
"Wangiii dan lembab banget wajah, ga berat di muka aslii!!! kemarin beli di shopee lg flashsale jd murah banget. okeesih untuk kulit kering dan kemerahan. aku suka banget produknya selalu repurchase terus habisnya lama juga jd ga terlalu boncos",39,2025-07-02T23:09:28.558815
"Moisturizer yang bikin wajah lembab dan tidak berminyak. Bikin kulit lembab, bisa dipakai malam dan siang hari. Ga bikin kulit kering, jerawatan atau lebih berminyak. Teksturnya tidak lengket jd nyaman untuk dipakai danTidak berbau menyengat",39,2025-07-02T23:09:28.558847
"moistnya bagus banget, untuk kulit yang berminyak juga oke banget. Salah satu kelebihan produk ini adalah kemasannya yang praktis dan higienis dengan tutup ulir yang rapat. Namun, bagi beberapa orang dengan kulit berminyak, moisturizer ini bisa terasa sedikit berat jika digunakan berlebihan.",40,2025-07-02T23:09:31.354257
Yaampunnnn bagussss bangetttttt. Dipakeee terusssss melembabkan dan goood banget buat kulityyyyy semogaaa tetep bagusssss biar ga gantiiiii produkkkkk lagiiiiiii yesssssssssssssssss. Suka bangettttttttttttttttttttttttttttt,40,2025-07-02T23:09:31.354286
"Lumayann, dia bekerja sebagaimana namanya, mosturizer. Karena gaada bahan tambahan yang aneh-aneh aku biasanya pake kalo abis exfoliasi, hasilnya aman aja sih selama ini, bikin kulit wajah lebih tenang dan ga muncul reaksi kemerahan.",40,2025-07-02T23:09:31.354299
"Lembut banget dan menyerap di kulit, aman untuk kulit muka ku yang cenderung sensitif, di aku moisturizer ini untuk pemakaian kurang lebih 3 bulan awet banget kan, dan setelah pakai ini kulit terasa lembab dan enak untuk di pakai alas bedak lain",40,2025-07-02T23:09:31.354311
Waktu itu pakai moisturizer ini saat kondisi kulit lagi hancur-hancurnya dan waktu pakai moisturizer skintific ini kulitku lebih baik dong. Selama sebulan pemakaian udah langsung keliatan hasilnya. Gak ada rasa gatal atau perih loh. Selain itu juga ga ada wangi apapun jadi nyaman banget.,40,2025-07-02T23:09:31.354321
